index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
102,NR_125571.1,1,1436,9,1434,99.8607,8.48398,35.6,14.8,796944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,8.483983286908078,1.0834940304432656,0.12771053334289825,0.27
103,NR_133027.1,1,1519,722,1519,100.0,696.44,38.2,5.68,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,696.4404213298222,105.73474766160588,0.15182166976998557,21.86
104,NR_134080.1,1,1566,24,1513,96.6156,22.0651,28.1,6.25,879612,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera indica,22.06513409961686,5.215935053315787,0.23638809670349373,0.73
105,NR_136473.1,1,1451,1,1428,98.4149,0.984149,31.9,1.0,1563157,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas endophytica,0.9841488628532047,0.12494253533089884,0.12695491510163462,0.03
106,NR_144587.1,1,1454,156,1451,99.7937,153.58,39.4,58.5,1562132,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia populi,153.57977991746904,11.381341074716637,0.07410702815717513,4.72
107,NR_144607.1,1,1378,2,1342,97.3875,1.93759,37.9,14.5,1796615,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia caecimuris,1.9375907111756168,0.33293309431123924,0.17182839099658714,0.06
108,NR_144616.1,1,1460,1,1228,84.1096,0.841096,36.2,1.0,1796646,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,0.8410958904109589,0.365711908263895,0.4348040603137514,0.03
109,NR_144737.1,1,1480,5,1446,97.7027,4.77703,38.6,1.0,1776384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Emergencia,Emergencia timonensis,4.777027027027027,0.9275364212021379,0.19416604008191854,0.15
110,NR_144746.1,1,1494,13,1474,98.6613,12.2805,32.6,28.8,1841864,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Marseilla,Marseilla massiliensis,12.28045515394913,2.3179155026932707,0.1887483382037252,0.39
111,NR_144747.1,1,1491,1,1064,71.3615,0.713615,39.0,1.0,1841865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,Mediterranea massiliensis,0.7136150234741784,0.4522231549743435,0.6337074474311525,0.03
112,NR_144748.1,1,1476,1,1425,96.5447,0.965447,37.7,60.0,1841867,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Phocea,Phocea massiliensis,0.9654471544715447,0.1827062194595072,0.18924517889279485,0.03
113,NR_144750.1,1,1493,17,1455,97.4548,16.0522,36.7,43.9,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,16.05224380442063,3.2679618090730163,0.20358286660043448,0.51
114,NR_145844.1,1,1489,7,1445,97.045,6.7045,38.5,18.4,1411144,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum,6.704499664204164,1.2486497686667604,0.1862405595056402,0.21
115,NR_147368.1,1,1492,1,1396,93.5657,0.935657,32.9,3.0,1871023,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella,Millionella massiliensis,0.935656836461126,0.24544551029639966,0.26232428464343,0.03
116,NR_147377.1,1,1496,2,1451,96.992,1.83957,22.9,24.5,1870999,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Metaprevotella,Metaprevotella massiliensis,1.839572192513369,0.4415670833510308,0.240037920310008,0.06
117,NR_147381.1,1,1497,7,1477,98.664,6.68604,36.8,59.9,1852381,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,6.686038744154977,1.1031185163275667,0.16498835237709736,0.21
118,NR_147396.1,1,1453,1,1434,98.6924,0.986924,40.3,4.0,1917870,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium pacaense,0.9869236063317275,0.1136410560252483,0.11514676039378366,0.03
119,NR_147399.1,1,1472,1,1418,96.3315,0.963315,40.0,17.0,1871016,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella phocaeensis,0.9633152173913043,0.1880506132224284,0.1952119200729299,0.03
120,NR_148763.1,1,1525,1,1428,93.6393,0.936393,25.0,12.0,1608996,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas helleri,0.9363934426229508,0.24413079506962973,0.26071390930055,0.03
121,NR_148764.1,1,1525,17,1467,96.1967,16.1325,39.2,10.7,1608994,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas weihenstephanensis,16.132459016393444,3.430911978907863,0.21267135874459356,0.51
122,NR_149823.1,1,1425,2,1405,98.5965,1.90947,27.2,9.0,1788301,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas versuta,1.9094736842105262,0.33238382407245176,0.17407091117355522,0.06
123,NR_151900.1,1,1519,3,1450,95.4575,2.82028,34.1,60.0,1550024,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium,Ruthenibacterium lactatiformans,2.8202764976958523,0.652316983187863,0.2312954009015789,0.09
124,NR_151982.1,1,1383,1,1358,98.1923,0.981923,40.9,8.0,1628085,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Agathobaculum,Agathobaculum butyriciproducens,0.9819233550253073,0.13327686783163323,0.1357304184176353,0.03
125,NR_156078.1,1,1412,1,1368,96.8839,0.968839,27.3,0.0,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,0.9688385269121813,0.17381551186392646,0.1794060692630586,0.03
126,NR_158113.1,1,1471,2,1443,98.0965,1.95241,39.9,60.0,433287,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Anaerotignum aminivorans,1.9524133242692046,0.2888741136492309,0.1479574586274438,0.06
127,NR_159117.1,1,1417,3,1404,99.0826,2.8885,28.0,20.0,1912896,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,2.8884968242766407,0.4016056212569968,0.13903619968755546,0.09
128,NR_159296.1,1,1460,1,1421,97.3288,0.973288,41.9,1.0,433296,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Aminipila,Aminipila butyrica,0.9732876712328767,0.1612966206958389,0.16572348079938407,0.03
129,NR_163613.1,1,1478,2,1452,98.2409,1.9276,36.6,28.5,2003188,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,1.9276048714479026,0.3200094375353054,0.16601402199971269,0.06
130,NR_165699.1,1,1523,1,1365,89.6257,0.896257,11.3,1.0,2685834,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chongii,0.8962573867367039,0.30502651389937013,0.3403336122115317,0.03
131,NR_165727.1,1,1535,3,1446,94.202,2.80977,36.4,26.7,2358141,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerotignum,Anaerotignum faecicola,2.809771986970684,0.7105341748900803,0.25287965649345545,0.09
132,NR_169348.1,1,1367,3,1358,99.3416,2.90051,35.2,13.0,2584944,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis,2.900512070226774,0.36145715503695514,0.12461839367856686,0.09
133,NR_170508.1,1,1542,4,1467,95.1362,3.63943,40.8,8.5,2518971,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,3.6394293125810635,1.0408660528789173,0.2859970515928886,0.12
134,NR_170509.1,1,1538,85,1495,97.2042,78.0969,36.7,37.4,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,78.09687906371911,19.76828300649939,0.25312513436510675,2.57
135,NR_173570.1,1,1471,1,1374,93.4058,0.934058,35.8,5.0,1912090,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Gluceribacter,Gluceribacter canis,0.9340584636301835,0.24826427516091676,0.2657909379633978,0.03
136,NR_173693.1,1,1478,1,1432,96.8877,0.968877,20.6,1.0,1852385,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella phocaeensis,0.9688768606224628,0.1737092559761948,0.17928930190839099,0.03
137,NR_175436.1,1,1450,1,1186,81.7931,0.817931,12.3,1.0,712710,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella serpentiformis,0.8179310344827586,0.38603449527389666,0.47196460214768143,0.03
138,NR_178296.1,1,1453,3,1441,99.1741,2.92498,36.0,3.67,222136,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter enhydrae,2.9249827942188573,0.38997697587777724,0.1333262461059789,0.09
139,NR_178798.1,1,1428,1,1413,98.9496,0.989496,37.6,5.0,1441714,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia insulsa,0.9894957983193278,0.10198601445400039,0.10306866853525305,0.03
140,NR_178843.1,1,1422,2,1419,99.789,1.99086,42.6,31.0,92488,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea endophytica,1.9908579465541492,0.11527024607714426,0.057899784500776805,0.06
141,NR_178974.1,1,1431,122,1431,100.0,120.416,38.0,12.9,2316085,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas bubulae,120.41649196366177,1.996810531938333,0.016582533666077176,3.69
142,NR_178975.1,1,1431,32,1431,100.0,31.304,38.4,5.03,2750624,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas paraversuta,31.30398322851153,0.9382200435229312,0.029971267128344373,0.97
143,NR_178978.1,1,1529,213,1492,97.5801,196.735,36.6,4.4,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,196.7351209941138,49.786190262354964,0.253062035953634,6.45
144,NR_179270.1,1,1482,9,1481,99.9325,8.7807,34.1,59.2,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,8.780701754385966,0.6531118416999463,0.07438036958420965,0.27
145,NR_179410.1,1,1495,2,1448,96.8562,1.89365,40.4,43.5,1650661,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,1.8936454849498328,0.39752382170966255,0.20992515487670277,0.06
146,NR_179426.1,1,1492,4,1450,97.185,3.87265,40.1,1.0,1702285,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Intestinimonas,Intestinimonas gabonensis,3.8726541554959786,0.6712473196577476,0.1733300451591138,0.12
147,NR_179434.1,1,1495,3,1454,97.2575,2.83144,38.7,56.3,1720300,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter massiliensis,2.831438127090301,0.5533894634681928,0.19544466049727105,0.09
148,NR_179442.1,1,1499,2,1436,95.7972,1.8459,19.7,32.5,1776379,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lascolaii,1.8458972648432288,0.46320001200419325,0.25093488181940216,0.06
149,NR_179444.1,1,1496,1,1037,69.3182,0.693182,40.7,9.0,1776388,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella phocaeensis,0.6931818181818182,0.4613274829431894,0.6655216147377159,0.03
150,NR_179449.1,1,1526,11,1450,95.0197,9.70839,34.6,1.0,2479840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marseillensis,9.708387942332896,2.4760138025434477,0.255038613748316,0.33
151,NR_179538.1,1,1493,1,1403,93.9719,0.939719,27.3,1.0,1852382,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium urinimassiliense,0.9397186872069658,0.23808705046321907,0.2533599189890136,0.03
152,NR_179545.1,1,1471,7,1437,97.6886,6.73215,36.0,44.9,1870987,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella vaginalis,6.7321549966009515,1.1595416255580857,0.1722392942740527,0.21
153,NR_179564.1,1,1492,10,1463,98.0563,9.5496,35.5,44.8,1903262,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ndongoniae,9.549597855227882,1.7915012417908394,0.18759965277596383,0.3
154,NR_179626.1,1,1514,2,1447,95.5746,1.90026,38.1,60.0,1987501,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Massiliimalia,Massiliimalia timonensis,1.9002642007926023,0.422390432743554,0.22227984538538087,0.06
155,NR_179646.1,1,1556,2,1269,81.5553,1.52763,15.6,4.5,2045301,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,'Megasphaera vaginalis' Bordigoni et al. 2020,1.5276349614395888,0.7864657794768732,0.5148257269103974,0.06
156,NR_179932.1,1,1396,42,1396,100.0,39.851,35.3,1.95,2144175,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,39.85100286532951,4.66996876997444,0.11718572769061543,1.27
157,NR_179976.1,1,1379,5,1331,96.5192,4.25236,34.1,1.0,2094151,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum intestinale,4.252356780275562,1.4999225525396007,0.3527273533342615,0.15
158,NR_180048.1,1,1509,2,1451,96.1564,1.85752,35.1,0.0,759821,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium indicum,1.8575215374420146,0.4462986077889394,0.24026564365091316,0.06
159,NR_180148.1,1,1390,2,1370,98.5612,1.95683,42.2,60.0,2211183,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Evtepia,Evtepia gabavorous,1.9568345323741008,0.26482001704411806,0.13533081753357504,0.06
160,NR_180169.1,1,1497,11,1418,94.7228,10.342,38.2,16.6,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,10.342017368069472,2.460773419182222,0.2379394011442828,0.33
161,NR_180431.1,1,1538,20,1481,96.2939,17.8368,37.5,2.65,2530390,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum gordoncarteri,17.836801040312093,5.02744821589564,0.28185817650448347,0.61
162,NR_180527.1,1,1510,5,1434,94.9669,4.32781,35.0,43.8,2267891,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter novaezeelandiae,4.327814569536423,1.155484168392574,0.26699022100578224,0.15
163,NR_180671.1,1,1129,2,1127,99.8229,1.9814,39.6,1.0,2594882,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter catenae,1.9813994685562444,0.14770522698175412,0.07454591026481913,0.06
164,NR_180797.1,1,1468,11,1450,98.7738,10.248,35.3,7.09,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,10.247956403269756,1.4764093284910844,0.14406865821755596,0.33
165,NR_180820.1,1,1475,1,1362,92.339,0.92339,30.2,1.0,2606632,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Porcincola intestinalis,0.9233898305084746,0.2660621055208814,0.28813627433428785,0.03
166,NR_180822.1,1,1501,2,1302,86.7422,1.52032,24.1,1.0,2606636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bilifractor,Bilifractor porci,1.520319786808794,0.7176955001959775,0.47206877554520693,0.06
167,NR_180828.1,1,1487,1,1428,96.0323,0.960323,31.9,1.0,2606629,Bacteria,unclassified Bacteria kingdom,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Floccifex,Floccifex porci,0.9603227975790182,0.19526536634931713,0.2033330530542259,0.03
168,NR_180830.1,1,1459,1,1416,97.0528,0.970528,39.9,52.0,2606626,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,Sodaliphilus pleomorphus,0.9705277587388622,0.16918406147420464,0.17432171305852018,0.03
169,NR_180833.1,1,1470,7,1433,97.483,6.79116,39.3,3.29,2606635,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Waltera,Waltera intestinalis,6.791156462585034,1.1273217578946748,0.1659984958534681,0.21
170,NR_180980.1,1,1480,1,1464,98.9189,0.989189,44.0,46.0,2703885,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella aceris,0.9891891891891892,0.10344644846073403,0.10457701073899342,0.03
171,NR_181398.1,1,1390,18,1327,95.4676,16.9439,37.4,6.33,2763667,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,16.94388489208633,3.8923253409517025,0.22971858967063802,0.54
172,NR_181755.1,1,1556,4,1481,95.1799,3.77635,38.1,29.5,2839759,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus innesii,3.776349614395887,0.8711782559128837,0.2306932209326833,0.12
173,NR_181810.1,1,1482,1,1303,87.9217,0.879217,42.8,36.0,2859001,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas canavaninivorans,0.8792172739541161,0.3259846063292932,0.37076683544129896,0.03
174,NR_181885.1,1,1463,1,1421,97.1292,0.971292,31.2,22.0,2885351,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Hominisplanchenecus,Hominisplanchenecus faecis,0.9712918660287081,0.16704205908356343,0.171979262800319,0.03
