index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
100,NR_176499.1,1,1489,1,1427,95.8361,0.958361,27.0,1.0,1812858,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerosacchariphilus,Anaerosacchariphilus polymeriproducens,0.9583613163196776,0.19982923087806725,0.20851136985104565,0.06
102,NR_178296.1,1,1453,14,1424,98.0041,13.4948,35.1,4.71,222136,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter enhydrae,13.494838265657261,2.115991077894783,0.15680003244497753,0.85
103,NR_178840.1,1,1521,1,1374,90.3353,0.903353,22.8,5.0,1796616,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia pseudococcoides,0.903353057199211,0.2955735942379041,0.3271960966782039,0.06
104,NR_178978.1,1,1529,111,1492,97.5801,102.646,38.5,4.01,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,102.64551994767822,25.782059184498028,0.2511756888916339,6.77
105,NR_179173.1,1,1401,1,1367,97.5732,0.975732,33.1,1.0,2126740,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium fessum,0.9757316202712348,0.15393615348398268,0.15776485079082644,0.06
106,NR_179270.1,1,1482,5,1481,99.9325,4.45547,39.5,59.8,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,4.455465587044534,0.6394422413137297,0.1435186129981747,0.3
107,NR_179380.1,1,1492,1,1338,89.6783,0.896783,11.8,1.0,2854755,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lacticifex,0.8967828418230563,0.30434430804744655,0.33937347354767583,0.06
108,NR_179410.1,1,1495,4,1448,96.8562,3.83679,34.5,38.5,1650661,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,3.836789297658863,0.7198544906460761,0.18761897899509827,0.24
109,NR_179426.1,1,1492,3,1450,97.185,2.62534,41.3,36.3,1702285,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Intestinimonas,Intestinimonas gabonensis,2.6253351206434314,0.6435785747816346,0.24514149440239952,0.18
110,NR_179434.1,1,1495,1,1447,96.7893,0.967893,34.9,60.0,1720300,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter massiliensis,0.9678929765886287,0.1763433103444787,0.18219298477193896,0.06
111,NR_179449.1,1,1526,16,1472,96.4613,14.5197,31.6,1.62,2479840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marseillensis,14.519659239842726,3.532603203305332,0.2432979414290715,0.98
112,NR_179494.1,1,1530,1,1445,94.4444,0.944444,42.8,60.0,2219695,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Luxibacter,Luxibacter massiliensis,0.9444444444444444,0.22913631703426526,0.24261492391863382,0.06
113,NR_179538.1,1,1493,5,1451,97.1869,4.79973,35.9,20.0,1852382,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium urinimassiliense,4.799732083054253,0.8606375422387397,0.17930949631069473,0.3
114,NR_179545.1,1,1471,2,1426,96.9409,1.92726,37.0,42.5,1870987,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella vaginalis,1.9272603670972128,0.35877423526606467,0.18615763671124555,0.12
115,NR_179564.1,1,1492,9,1439,96.4477,8.37735,37.4,29.9,1903262,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ndongoniae,8.377345844504022,1.7003085468890347,0.20296506536190412,0.55
116,NR_179605.1,1,1450,2,1419,97.8621,1.85172,13.9,1.0,1944636,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides provencensis,1.8517241379310345,0.41129723715502187,0.22211582639656674,0.12
117,NR_179642.1,1,1447,2,1442,99.6545,1.92813,35.7,10.0,2042309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas vaginalis,1.9281271596406357,0.27142014789310326,0.14076880071731915,0.12
118,NR_179932.1,1,1396,19,1395,99.9284,17.6855,30.8,4.58,2144175,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,17.685530085959886,2.5965165122481584,0.14681587148521322,1.16
119,NR_179976.1,1,1379,4,1329,96.3742,3.54967,37.4,16.2,2094151,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum intestinale,3.54967367657723,0.9762593196396168,0.27502790639081337,0.24
120,NR_180048.1,1,1509,4,1448,95.9576,3.8118,39.5,0.0,759821,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium indicum,3.811795891318754,0.8112888986944855,0.2128363957110533,0.24
121,NR_180156.1,1,1376,1,1292,93.8953,0.938953,15.1,1.0,2290935,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides acidifaciens,0.938953488372093,0.23950265593252093,0.25507403603958884,0.06
122,NR_180168.1,1,1497,1,886,59.185,0.59185,39.1,0.0,2293435,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter monodelphidis,0.5918503674014696,0.4916553497550012,0.8307088697327729,0.06
123,NR_180169.1,1,1497,51,1455,97.1944,47.9112,39.7,10.9,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,47.91115564462258,11.085749382524797,0.23138138150439358,3.11
124,NR_180431.1,1,1538,13,1448,94.1482,11.4298,35.8,2.54,2530390,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum gordoncarteri,11.429778933680105,3.4285073152079253,0.2999626970129011,0.79
125,NR_180527.1,1,1510,10,1434,94.9669,9.16424,42.0,55.3,2267891,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter novaezeelandiae,9.164238410596026,2.164425441351072,0.23618170374621472,0.61
126,NR_180797.1,1,1468,2,1421,96.7984,1.6594,26.0,1.0,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,1.659400544959128,0.5374206065107304,0.3238643063865978,0.12
127,NR_180814.1,1,1499,1,1432,95.5304,0.955304,42.9,40.0,2606638,Bacteria,unclassified Bacteria kingdom,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bullifex,Bullifex porci,0.9553035356904603,0.20670557367043216,0.21637685400277779,0.06
128,NR_180820.1,1,1475,3,1438,97.4915,2.73288,33.9,1.0,2606632,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Porcincola intestinalis,2.7328813559322036,0.6056917136569832,0.22163117778319277,0.18
129,NR_180830.1,1,1459,1,1390,95.2707,0.952707,31.8,1.0,2606626,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,Sodaliphilus pleomorphus,0.9527073337902673,0.21233693175418683,0.2228773981506177,0.06
130,NR_180833.1,1,1470,4,1433,97.483,3.85374,40.3,6.25,2606635,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Waltera,Waltera intestinalis,3.8537414965986394,0.6598236153566907,0.17121636620906183,0.24
131,NR_181395.1,1,1394,2,1315,94.3329,1.76184,12.4,1.0,2763669,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Qiania,Qiania dongpingensis,1.7618364418938306,0.5431355211501725,0.3082780604573862,0.12
132,NR_181398.1,1,1390,31,1327,95.4676,29.0964,38.4,2.13,2763667,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,29.09640287769784,6.849985785820175,0.23542380185664236,1.89
133,NR_181839.1,1,1310,1,1206,92.0611,0.920611,15.1,0.0,2867412,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter turcicus,0.9206106870229007,0.27044867150591395,0.293770945002278,0.06
