"ID"	"SampleID"	"study_day"	"subject"	"Time"	"Rep"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"CollectionDate"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"
"culi_121"	"culi_121"	121	"culi"	121	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-23	4826.53571	1618.96429	2005.1413	1816.25337
"warble_121"	"warble_121"	121	"warble"	121	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-23	5100	2000	2000	2000
"culi_122"	"culi_122"	122	"culi"	122	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-24	4826.53571	1618.96429	2005.1413	1816.25337
"warble_122"	"warble_122"	122	"warble"	122	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-24	5100	2000	2000	2000
"culi_123"	"culi_123"	123	"culi"	123	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-25	4826.53571	1618.96429	2005.1413	1816.25337
"warble_123"	"warble_123"	123	"warble"	123	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-25	5100	2000	2000	2000
"culi_125"	"culi_125"	125	"culi"	125	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-27	4826.53571	1618.96429	2005.1413	1816.25337
"warble_125"	"warble_125"	125	"warble"	125	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-27	5100	2000	2000	2000
"culi_126"	"culi_126"	126	"culi"	126	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-28	4826.53571	1618.96429	2005.1413	1816.25337
"warble_126"	"warble_126"	126	"warble"	126	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-28	5100	2000	2000	2000
"culi_127"	"culi_127"	127	"culi"	127	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-02-29	4826.53571	1618.96429	2005.1413	1816.25337
"warble_127"	"warble_127"	127	"warble"	127	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-02-29	5100	2000	2000	2000
"culi_128"	"culi_128"	128	"culi"	128	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-01	4826.53571	1618.96429	2005.1413	1816.25337
"culi_129"	"culi_129"	129	"culi"	129	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-02	4826.53571	1618.96429	2005.1413	1816.25337
"culi_133"	"culi_133"	133	"culi"	133	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.33333333333333	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-06	4826.53571	1618.96429	2005.1413	1816.25337
"culi_134"	"culi_134"	134	"culi"	134	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-07	4826.53571	1618.96429	2005.1413	1816.25337
"culi_135"	"culi_135"	135	"culi"	135	2	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-08	4826.53571	1618.96429	2005.1413	1816.25337
"warble_135"	"warble_135"	135	"warble"	135	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-08	5100	2000	2000	2000
"culi_136"	"culi_136"	136	"culi"	136	2	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-09	4826.53571	1618.96429	2005.1413	1816.25337
"warble_136"	"warble_136"	136	"warble"	136	2	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-09	5100	2000	2000	2000
"culi_137"	"culi_137"	137	"culi"	137	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-10	4826.53571	1618.96429	2005.1413	1816.25337
"warble_137"	"warble_137"	137	"warble"	137	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-10	5100	2000	2000	2000
"culi_138"	"culi_138"	138	"culi"	138	2	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-11	4826.53571	1618.96429	2005.1413	1816.25337
"culi_139"	"culi_139"	139	"culi"	139	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-12	4826.53571	1618.96429	2005.1413	1816.25337
"warble_139"	"warble_139"	139	"warble"	139	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-12	5100	2000	2000	2000
"culi_140"	"culi_140"	140	"culi"	140	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-13	4826.53571	1618.96429	2005.1413	1816.25337
"warble_140"	"warble_140"	140	"warble"	140	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-13	5100	2000	2000	2000
"culi_141"	"culi_141"	141	"culi"	141	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-14	4826.53571	1618.96429	2005.1413	1816.25337
"warble_141"	"warble_141"	141	"warble"	141	2	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-14	5100	2000	2000	2000
"culi_142"	"culi_142"	142	"culi"	142	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-15	4826.53571	1618.96429	2005.1413	1816.25337
"culi_143"	"culi_143"	143	"culi"	143	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-16	4826.53571	1618.96429	2005.1413	1816.25337
"culi_144"	"culi_144"	144	"culi"	144	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-17	4826.53571	1618.96429	2005.1413	1816.25337
"warble_144"	"warble_144"	144	"warble"	144	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-17	5100	2000	2000	2000
"culi_145"	"culi_145"	145	"culi"	145	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-18	4826.53571	1618.96429	2005.1413	1816.25337
"warble_145"	"warble_145"	145	"warble"	145	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-18	5100	2000	2000	2000
"culi_146"	"culi_146"	146	"culi"	146	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-19	4826.53571	1618.96429	2005.1413	1816.25337
"culi_147"	"culi_147"	147	"culi"	147	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-20	4826.53571	1618.96429	2005.1413	1816.25337
"warble_147"	"warble_147"	147	"warble"	147	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-20	5100	2000	2000	2000
"culi_148"	"culi_148"	148	"culi"	148	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"estrus"	"repro: Culi whistling and actively attempting to get to Warble"	"yes"	"M"	11	2024-03-21	4826.53571	1618.96429	2005.1413	1816.25337
"warble_148"	"warble_148"	148	"warble"	148	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-21	5100	2000	2000	2000
"warble_149"	"warble_149"	149	"warble"	149	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-22	5100	2000	2000	2000
"culi_150"	"culi_150"	150	"culi"	150	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-23	4826.53571	1618.96429	2005.1413	1816.25337
"warble_150"	"warble_150"	150	"warble"	150	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-23	5100	2000	2000	2000
"culi_151"	"culi_151"	151	"culi"	151	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-24	4826.53571	1618.96429	2005.1413	1816.25337
"warble_151"	"warble_151"	151	"warble"	151	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-24	5100	2000	2000	2000
"culi_152"	"culi_152"	152	"culi"	152	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-25	4826.53571	1618.96429	2005.1413	1816.25337
"warble_152"	"warble_152"	152	"warble"	152	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-25	5100	2000	2000	2000
"culi_153"	"culi_153"	153	"culi"	153	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-26	4826.53571	1618.96429	2005.1413	1816.25337
"warble_153"	"warble_153"	153	"warble"	153	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-26	5100	2000	2000	2000
"culi_154"	"culi_154"	154	"culi"	154	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-27	4826.53571	1618.96429	2005.1413	1816.25337
"warble_154"	"warble_154"	154	"warble"	154	2	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-27	5100	2000	2000	2000
"culi_156"	"culi_156"	156	"culi"	156	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-29	4826.53571	1618.96429	2005.1413	1816.25337
"culi_157"	"culi_157"	157	"culi"	157	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-30	4826.53571	1618.96429	2005.1413	1816.25337
"warble_157"	"warble_157"	157	"warble"	157	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-30	5100	2000	2000	2000
"warble_158"	"warble_158"	158	"warble"	158	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-31	5100	2000	2000	2000
"culi_159"	"culi_159"	159	"culi"	159	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-04-01	4826.53571	1618.96429	2005.1413	1816.25337
"warble_159"	"warble_159"	159	"warble"	159	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	"repro: swollen vulva"	"yes"	"F"	7	2024-04-01	5100	2000	2000	2000
"culi_161"	"culi_161"	161	"culi"	161	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"y"	"estrus"	"repro: Keeper Zach entered the facility in the morning to clean and found Warble and Culi sleeping together in a hammock in room 3; repro: Observed breeding event"	"yes"	"M"	11	2024-04-03	4826.53571	1618.96429	2005.1413	1816.25337
"warble_161"	"warble_161"	161	"warble"	161	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"estrus"	"repro: Keeper Zach entered the facility in the morning to clean and found Warble and Culi sleeping together in a hammock in room 3; repro: Observed breeding event"	"yes"	"F"	7	2024-04-03	5100	2000	2000	2000
"warble_162"	"warble_162"	162	"warble"	162	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"estrus"	"repro: Observed several breeding events; repro: Observed whistling; repro: JM and AMR found Warble and Culi sleeping together in a hammock in room 3; repro: swollen vulva"	"yes"	"F"	7	2024-04-04	5100	2000	2000	2000
"warble_164"	"warble_164"	164	"warble"	164	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"estrus"	"repro: pregnancy suspected"	"yes"	"F"	7	2024-04-06	5100	2000	2000	2000
"warble_170"	"warble_170"	170	"warble"	170	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"pregnant"	NA	"yes"	"F"	7	2024-04-12	5100	2000	2000	2000
"culi_172"	"culi_172"	172	"culi"	172	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"y"	"pregnant"	"health: weight = 451 g"	"yes"	"M"	11	2024-04-14	4826.53571	1618.96429	2005.1413	1816.25337
"warble_173"	"warble_173"	173	"warble"	173	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"pregnant"	NA	"yes"	"F"	7	2024-04-15	5100	2000	2000	2000
"culi_174"	"culi_174"	174	"culi"	174	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-16	4826.53571	1618.96429	2005.1413	1816.25337
"culi_177"	"culi_177"	177	"culi"	177	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-19	4826.53571	1618.96429	2005.1413	1816.25337
"culi_178"	"culi_178"	178	"culi"	178	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-20	4826.53571	1618.96429	2005.1413	1816.25337
"warble_178"	"warble_178"	178	"warble"	178	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-20	5100	2000	2000	2000
"warble_180"	"warble_180"	180	"warble"	180	2	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-22	5100	2000	2000	2000
"warble_181"	"warble_181"	181	"warble"	181	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-23	5100	2000	2000	2000
"culi_183"	"culi_183"	183	"culi"	183	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-25	4826.53571	1618.96429	2005.1413	1816.25337
"warble_185"	"warble_185"	185	"warble"	185	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-27	5100	2000	2000	2000
"culi_187"	"culi_187"	187	"culi"	187	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-29	4826.53571	1618.96429	2005.1413	1816.25337
"warble_187"	"warble_187"	187	"warble"	187	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-29	5100	2000	2000	2000
"warble_188"	"warble_188"	188	"warble"	188	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-30	5100	2000	2000	2000
"warble_189"	"warble_189"	189	"warble"	189	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-01	5100	2000	2000	2000
"warble_191"	"warble_191"	191	"warble"	191	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-03	5100	2000	2000	2000
"culi_192"	"culi_192"	192	"culi"	192	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-04	4826.53571	1618.96429	2005.1413	1816.25337
"warble_192"	"warble_192"	192	"warble"	192	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-04	5100	2000	2000	2000
"culi_196"	"culi_196"	196	"culi"	196	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-08	4826.53571	1618.96429	2005.1413	1816.25337
"warble_197"	"warble_197"	197	"warble"	197	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-09	5100	2000	2000	2000
"culi_199"	"culi_199"	199	"culi"	199	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-11	4826.53571	1618.96429	2005.1413	1816.25337
"culi_200"	"culi_200"	200	"culi"	200	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-12	4826.53571	1618.96429	2005.1413	1816.25337
"warble_200"	"warble_200"	200	"warble"	200	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-12	5100	2000	2000	2000
"culi_201"	"culi_201"	201	"culi"	201	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-13	4826.53571	1618.96429	2005.1413	1816.25337
"culi_202"	"culi_202"	202	"culi"	202	1	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-14	4826.53571	1618.96429	2005.1413	1816.25337
"warble_202"	"warble_202"	202	"warble"	202	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-14	5100	2000	2000	2000
"warble_221"	"warble_221"	221	"warble"	221	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-02	5100	2000	2000	2000
"warble_222"	"warble_222"	222	"warble"	222	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-03	5100	2000	2000	2000
"warble_224"	"warble_224"	224	"warble"	224	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-05	5100	2000	2000	2000
"warble_225"	"warble_225"	225	"warble"	225	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-06	5100	2000	2000	2000
"warble_227"	"warble_227"	227	"warble"	227	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-08	5100	2000	2000	2000
"warble_228"	"warble_228"	228	"warble"	228	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-09	5100	2000	2000	2000
"warble_229"	"warble_229"	229	"warble"	229	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-10	5100	2000	2000	2000
"warble_230"	"warble_230"	230	"warble"	230	2	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-11	5100	2000	2000	2000
"warble_232"	"warble_232"	232	"warble"	232	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-13	5100	2000	2000	2000
"warble_234"	"warble_234"	234	"warble"	234	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-15	5100	2000	2000	2000
"warble_236"	"warble_236"	236	"warble"	236	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-17	5100	2000	2000	2000
"warble_240"	"warble_240"	240	"warble"	240	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-21	5100	2000	2000	2000
"warble_243"	"warble_243"	243	"warble"	243	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-06-24	5100	2000	2000	2000
"warble_245"	"warble_245"	245	"warble"	245	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-26	5100	2000	2000	2000
"warble_247"	"warble_247"	247	"warble"	247	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-28	5100	2000	2000	2000
"warble_250"	"warble_250"	250	"warble"	250	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-01	5100	2000	2000	2000
"warble_251"	"warble_251"	251	"warble"	251	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-02	5100	2000	2000	2000
"warble_257"	"warble_257"	257	"warble"	257	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-08	5100	2000	2000	2000
"warble_262"	"warble_262"	262	"warble"	262	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-13	5100	2000	2000	2000
"warble_263"	"warble_263"	263	"warble"	263	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-07-14	5100	2000	2000	2000
"warble_265"	"warble_265"	265	"warble"	265	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-07-16	5100	2000	2000	2000
"warble_269"	"warble_269"	269	"warble"	269	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-20	5100	2000	2000	2000
"warble_272"	"warble_272"	272	"warble"	272	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-07-23	5100	2000	2000	2000
"warble_280"	"warble_280"	280	"warble"	280	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-31	5100	2000	2000	2000
"warble_282"	"warble_282"	282	"warble"	282	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-02	5100	2000	2000	2000
"warble_283"	"warble_283"	283	"warble"	283	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-03	5100	2000	2000	2000
"warble_286"	"warble_286"	286	"warble"	286	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-06	5100	2000	2000	2000
"warble_292"	"warble_292"	292	"warble"	292	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-12	5100	2000	2000	2000
"warble_293"	"warble_293"	293	"warble"	293	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-13	5100	2000	2000	2000
"warble_296"	"warble_296"	296	"warble"	296	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-16	5100	2000	2000	2000
"warble_307"	"warble_307"	307	"warble"	307	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-27	5100	2000	2000	2000
"warble_308"	"warble_308"	308	"warble"	308	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-28	5100	2000	2000	2000
"warble_310"	"warble_310"	310	"warble"	310	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-30	5100	2000	2000	2000
"warble_315"	"warble_315"	315	"warble"	315	2	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-04	5100	2000	2000	2000
"warble_318"	"warble_318"	318	"warble"	318	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-07	5100	2000	2000	2000
"warble_319"	"warble_319"	319	"warble"	319	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-08	5100	2000	2000	2000
"warble_324"	"warble_324"	324	"warble"	324	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-13	5100	2000	2000	2000
"warble_325"	"warble_325"	325	"warble"	325	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-14	5100	2000	2000	2000
"warble_326"	"warble_326"	326	"warble"	326	1	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-15	5100	2000	2000	2000
"culi_416"	"culi_416"	416	"culi"	416	1	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-12-14	5100	2000	2000	2000
