"ID"	"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"CollectionDate"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"
"culi_134"	134	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-07	4826.53571	1618.96429	2005.1413	1816.25337
"culi_135"	135	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-08	4826.53571	1618.96429	2005.1413	1816.25337
"warble_135"	135	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-08	5100	2000	2000	2000
"culi_136"	136	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-09	4826.53571	1618.96429	2005.1413	1816.25337
"warble_136"	136	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-09	5100	2000	2000	2000
"culi_137"	137	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-10	4826.53571	1618.96429	2005.1413	1816.25337
"warble_137"	137	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-10	5100	2000	2000	2000
"culi_138"	138	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-11	4826.53571	1618.96429	2005.1413	1816.25337
"culi_139"	139	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-12	4826.53571	1618.96429	2005.1413	1816.25337
"warble_139"	139	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-12	5100	2000	2000	2000
"culi_140"	140	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-13	4826.53571	1618.96429	2005.1413	1816.25337
"warble_140"	140	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-13	5100	2000	2000	2000
"culi_141"	141	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-14	4826.53571	1618.96429	2005.1413	1816.25337
"warble_141"	141	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-14	5100	2000	2000	2000
"culi_142"	142	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-15	4826.53571	1618.96429	2005.1413	1816.25337
"culi_143"	143	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-16	4826.53571	1618.96429	2005.1413	1816.25337
"culi_144"	144	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-17	4826.53571	1618.96429	2005.1413	1816.25337
"warble_144"	144	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-17	5100	2000	2000	2000
"culi_145"	145	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-18	4826.53571	1618.96429	2005.1413	1816.25337
"warble_145"	145	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-18	5100	2000	2000	2000
"culi_146"	146	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-19	4826.53571	1618.96429	2005.1413	1816.25337
"culi_147"	147	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-03-20	4826.53571	1618.96429	2005.1413	1816.25337
"warble_147"	147	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"anestrus"	NA	"yes"	"F"	7	2024-03-20	5100	2000	2000	2000
"culi_148"	148	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"estrus"	"repro: Culi whistling and actively attempting to get to Warble"	"yes"	"M"	11	2024-03-21	4826.53571	1618.96429	2005.1413	1816.25337
"warble_148"	148	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-21	5100	2000	2000	2000
"warble_149"	149	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-22	5100	2000	2000	2000
"culi_150"	150	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-23	4826.53571	1618.96429	2005.1413	1816.25337
"warble_150"	150	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-23	5100	2000	2000	2000
"culi_151"	151	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-24	4826.53571	1618.96429	2005.1413	1816.25337
"warble_151"	151	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-24	5100	2000	2000	2000
"culi_152"	152	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-25	4826.53571	1618.96429	2005.1413	1816.25337
"warble_152"	152	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-25	5100	2000	2000	2000
"culi_153"	153	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-26	4826.53571	1618.96429	2005.1413	1816.25337
"warble_153"	153	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-26	5100	2000	2000	2000
"culi_154"	154	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-27	4826.53571	1618.96429	2005.1413	1816.25337
"warble_154"	154	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-27	5100	2000	2000	2000
"culi_156"	156	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-29	4826.53571	1618.96429	2005.1413	1816.25337
"culi_157"	157	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-03-30	4826.53571	1618.96429	2005.1413	1816.25337
"warble_157"	157	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-30	5100	2000	2000	2000
"warble_158"	158	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	NA	"yes"	"F"	7	2024-03-31	5100	2000	2000	2000
"culi_159"	159	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"estrus"	NA	"yes"	"M"	11	2024-04-01	4826.53571	1618.96429	2005.1413	1816.25337
"warble_159"	159	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"estrus"	"repro: swollen vulva"	"yes"	"F"	7	2024-04-01	5100	2000	2000	2000
"culi_161"	161	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"y"	"estrus"	"repro: Keeper Zach entered the facility in the morning to clean and found Warble and Culi sleeping together in a hammock in room 3; repro: Observed breeding event"	"yes"	"M"	11	2024-04-03	4826.53571	1618.96429	2005.1413	1816.25337
"warble_161"	161	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"estrus"	"repro: Keeper Zach entered the facility in the morning to clean and found Warble and Culi sleeping together in a hammock in room 3; repro: Observed breeding event"	"yes"	"F"	7	2024-04-03	5100	2000	2000	2000
"warble_162"	162	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"estrus"	"repro: Observed several breeding events; repro: Observed whistling; repro: JM and AMR found Warble and Culi sleeping together in a hammock in room 3; repro: swollen vulva"	"yes"	"F"	7	2024-04-04	5100	2000	2000	2000
"warble_164"	164	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"estrus"	"repro: pregnancy suspected"	"yes"	"F"	7	2024-04-06	5100	2000	2000	2000
"warble_170"	170	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"pregnant"	NA	"yes"	"F"	7	2024-04-12	5100	2000	2000	2000
"culi_172"	172	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"y"	"pregnant"	"health: weight = 451 g"	"yes"	"M"	11	2024-04-14	4826.53571	1618.96429	2005.1413	1816.25337
"warble_173"	173	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"y"	"pregnant"	NA	"yes"	"F"	7	2024-04-15	5100	2000	2000	2000
"culi_174"	174	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	3.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-16	4826.53571	1618.96429	2005.1413	1816.25337
"culi_177"	177	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-19	4826.53571	1618.96429	2005.1413	1816.25337
"culi_178"	178	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-20	4826.53571	1618.96429	2005.1413	1816.25337
"warble_178"	178	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-20	5100	2000	2000	2000
"warble_180"	180	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-22	5100	2000	2000	2000
"warble_181"	181	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-23	5100	2000	2000	2000
"culi_183"	183	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-25	4826.53571	1618.96429	2005.1413	1816.25337
"warble_185"	185	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-27	5100	2000	2000	2000
"culi_187"	187	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-04-29	4826.53571	1618.96429	2005.1413	1816.25337
"warble_187"	187	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-29	5100	2000	2000	2000
"warble_188"	188	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-04-30	5100	2000	2000	2000
"warble_189"	189	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-01	5100	2000	2000	2000
"warble_191"	191	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-03	5100	2000	2000	2000
"culi_192"	192	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	12.5	0	5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-04	4826.53571	1618.96429	2005.1413	1816.25337
"warble_192"	192	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-04	5100	2000	2000	2000
"culi_196"	196	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4.5	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-08	4826.53571	1618.96429	2005.1413	1816.25337
"warble_197"	197	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-09	5100	2000	2000	2000
"culi_199"	199	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-11	4826.53571	1618.96429	2005.1413	1816.25337
"culi_200"	200	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-12	4826.53571	1618.96429	2005.1413	1816.25337
"warble_200"	200	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-12	5100	2000	2000	2000
"culi_201"	201	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-13	4826.53571	1618.96429	2005.1413	1816.25337
"culi_202"	202	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	4	"new"	"n"	"pregnant"	NA	"yes"	"M"	11	2024-05-14	4826.53571	1618.96429	2005.1413	1816.25337
"warble_202"	202	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-05-14	5100	2000	2000	2000
"warble_221"	221	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-02	5100	2000	2000	2000
"warble_222"	222	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-03	5100	2000	2000	2000
"warble_224"	224	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-05	5100	2000	2000	2000
"warble_225"	225	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-06	5100	2000	2000	2000
"warble_227"	227	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-08	5100	2000	2000	2000
"warble_228"	228	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-09	5100	2000	2000	2000
"warble_229"	229	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-10	5100	2000	2000	2000
"warble_230"	230	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-11	5100	2000	2000	2000
"warble_232"	232	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-13	5100	2000	2000	2000
"warble_234"	234	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-15	5100	2000	2000	2000
"warble_236"	236	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-17	5100	2000	2000	2000
"warble_240"	240	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-21	5100	2000	2000	2000
"warble_243"	243	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-06-24	5100	2000	2000	2000
"warble_245"	245	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-26	5100	2000	2000	2000
"warble_247"	247	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-06-28	5100	2000	2000	2000
"warble_250"	250	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-01	5100	2000	2000	2000
"warble_251"	251	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-02	5100	2000	2000	2000
"warble_257"	257	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-08	5100	2000	2000	2000
"warble_262"	262	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-13	5100	2000	2000	2000
"warble_263"	263	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-07-14	5100	2000	2000	2000
"warble_265"	265	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-07-16	5100	2000	2000	2000
"warble_269"	269	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-20	5100	2000	2000	2000
"warble_272"	272	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"no"	"F"	7	2024-07-23	5100	2000	2000	2000
"warble_280"	280	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-07-31	5100	2000	2000	2000
"warble_282"	282	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-02	5100	2000	2000	2000
"warble_283"	283	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-03	5100	2000	2000	2000
"warble_286"	286	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-06	5100	2000	2000	2000
"warble_292"	292	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-12	5100	2000	2000	2000
"warble_293"	293	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-13	5100	2000	2000	2000
"warble_296"	296	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-16	5100	2000	2000	2000
"warble_307"	307	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-27	5100	2000	2000	2000
"warble_308"	308	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-28	5100	2000	2000	2000
"warble_310"	310	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-08-30	5100	2000	2000	2000
"warble_315"	315	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-04	5100	2000	2000	2000
"warble_318"	318	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-07	5100	2000	2000	2000
"warble_319"	319	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-08	5100	2000	2000	2000
"warble_324"	324	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-13	5100	2000	2000	2000
"warble_325"	325	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-14	5100	2000	2000	2000
"warble_326"	326	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"new"	"n"	"pregnant"	NA	"yes"	"F"	7	2024-09-15	5100	2000	2000	2000
"culi_416"	416	"culi"	"baseline"	52000	90	29000	0	0	0.1	0	0	3	"new"	"n"	"anestrus"	NA	"yes"	"M"	11	2024-12-14	5100	2000	2000	2000
