index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
97,NR_144747.1,1,1491,4,1444,96.8478,3.70087,29.8,9.5,1841865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,Mediterranea massiliensis,3.700871898054997,0.7953678253101578,0.2149136331166084,0.08
98,NR_144750.1,1,1493,48,1471,98.5265,45.0884,37.3,44.7,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,45.088412592096454,9.215920829802187,0.20439665758864276,0.97
99,NR_145844.1,1,1489,10,1451,97.448,9.5366,34.9,21.2,1411144,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum,9.536601746138349,1.7803163615873607,0.1866824691833507,0.2
100,NR_147368.1,1,1492,2,1426,95.5764,1.88204,33.1,15.5,1871023,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella,Millionella massiliensis,1.8820375335120643,0.4389171831840805,0.23321383095108553,0.04
101,NR_147377.1,1,1496,16,1469,98.1952,15.0321,28.0,3.88,1870999,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Metaprevotella,Metaprevotella massiliensis,15.032085561497325,2.93547781950311,0.19528080834118874,0.32
102,NR_147381.1,1,1497,12,1456,97.2612,11.505,34.6,59.3,1852381,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,11.50501002004008,1.9798808275946993,0.1720885791621242,0.24
103,NR_147396.1,1,1453,23,1450,99.7935,22.2065,37.5,6.26,1917870,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium pacaense,22.206469373709567,1.8616136820779108,0.08383204239940507,0.46
104,NR_153710.1,1,1488,1,1450,97.4462,0.974462,31.6,1.0,1643805,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Peptococcus,Peptococcus simiae,0.9744623655913979,0.15780430598116063,0.16193986710342553,0.02
105,NR_156079.1,1,1412,2,1381,97.8045,1.94759,38.2,0.5,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,1.9475920679886685,0.30600164096682225,0.15711793347096475,0.04
106,NR_156080.1,1,1410,1,1278,90.6383,0.906383,16.1,1.0,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,0.9063829787234042,0.2913985186274301,0.32149601820397217,0.02
107,NR_156081.1,1,1411,1,1365,96.7399,0.967399,36.2,1.0,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,0.9673990077958894,0.17765284969880735,0.18363968565935324,0.02
108,NR_156993.1,1,1510,1,1438,95.2318,0.952318,34.9,50.0,1908258,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Rodentibacter,Rodentibacter heidelbergensis,0.952317880794702,0.2131633798733533,0.22383637246784663,0.02
109,NR_159117.1,1,1417,2,1404,99.0826,1.97601,39.4,16.0,1912896,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,1.9760056457304165,0.20444252427226361,0.10346252031921341,0.04
110,NR_159296.1,1,1460,1,1417,97.0548,0.970548,30.1,1.0,433296,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Aminipila,Aminipila butyrica,0.9705479452054795,0.16912783093446623,0.17426015043353613,0.02
111,NR_163613.1,1,1478,1,1420,96.0758,0.960758,35.6,33.0,2003188,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,0.9607577807848444,0.19423643760543474,0.20217003857805108,0.02
112,NR_169348.1,1,1367,3,1358,99.3416,2.9188,38.0,14.0,2584944,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis,2.918800292611558,0.33792367526910777,0.11577485315610785,0.06
113,NR_170508.1,1,1542,12,1437,93.1907,10.7983,38.4,4.42,2518971,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,10.798313878080416,3.4502372851543957,0.31951629894349154,0.24
114,NR_170509.1,1,1538,30,1474,95.8388,27.3583,36.8,8.1,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,27.35825747724317,7.28888959996966,0.26642375180629174,0.61
115,NR_171528.1,1,1443,1,1393,96.535,0.96535,40.9,34.0,2249811,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,Microvirga flavescens,0.9653499653499653,0.18295520295454915,0.18952215209146764,0.02
116,NR_173570.1,1,1471,3,1416,96.261,2.76275,37.0,8.67,1912090,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Gluceribacter,Gluceribacter canis,2.76274643099932,0.6453383357834953,0.2335858001814768,0.06
117,NR_173621.1,1,1520,1,1420,93.4211,0.934211,43.0,1.0,2818044,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Sinanaerobacter,Sinanaerobacter chloroacetimidivorans,0.9342105263157895,0.24799532348101289,0.26545978288108424,0.02
118,NR_174313.1,1,1515,1,1419,93.6634,0.936634,32.8,57.0,2650773,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium cebidarum,0.9366336633663367,0.24370113971311083,0.2601883204125179,0.02
119,NR_178296.1,1,1453,54,1419,97.66,51.8596,38.4,4.76,222136,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter enhydrae,51.85960082587749,8.287505887481506,0.15980658847158177,1.09
120,NR_178427.1,1,1477,2,1436,97.2241,1.94177,39.8,60.0,1347366,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium massiliamazoniense,1.941773865944482,0.3323079273578064,0.17113626523970712,0.04
121,NR_178934.1,1,1373,1,1332,97.0138,0.970138,38.7,7.0,1655500,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter vulpis,0.9701383831026948,0.17026748315982704,0.17550844923306497,0.02
122,NR_178978.1,1,1529,1102,1495,97.7763,1022.11,36.3,4.39,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,1022.1066056245912,261.00466589188005,0.255359533394645,22.24
123,NR_179270.1,1,1482,330,1482,100.0,324.404,37.3,59.9,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,324.4035087719298,12.302036791511677,0.03792202136802583,6.66
124,NR_179410.1,1,1495,10,1454,97.2575,9.59398,35.5,16.2,1650661,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,9.593979933110369,1.693468399610865,0.1765136482896356,0.2
125,NR_179426.1,1,1492,17,1450,97.185,16.3378,37.6,1.65,1702285,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Intestinimonas,Intestinimonas gabonensis,16.33780160857909,2.8264995888445696,0.17300366699032235,0.34
126,NR_179442.1,1,1499,2,1448,96.5977,1.78919,24.4,21.0,1776379,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lascolaii,1.7891927951967979,0.4843236259854654,0.2706939281701017,0.04
127,NR_179444.1,1,1496,1,1376,91.9786,0.919786,16.0,1.0,1776388,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella phocaeensis,0.9197860962566845,0.27171489527612913,0.2954109617246288,0.02
128,NR_179449.1,1,1526,77,1486,97.3788,69.2333,32.0,2.05,2479840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marseillensis,69.23328964613368,17.118199477978205,0.2472538798238972,1.55
129,NR_179494.1,1,1530,4,1475,96.4052,3.78758,35.5,60.0,2219695,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Luxibacter,Luxibacter massiliensis,3.787581699346405,0.8231303218057183,0.21732344993317498,0.08
130,NR_179538.1,1,1493,39,1472,98.5934,37.3717,36.2,8.31,1852382,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium urinimassiliense,37.37173476222371,6.425729906431335,0.17194090526743822,0.79
131,NR_179564.1,1,1492,56,1470,98.5255,53.6193,37.2,41.6,1903262,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ndongoniae,53.61930294906166,10.014200650646384,0.18676484213455505,1.13
132,NR_179604.1,1,1455,9,1455,100.0,8.81856,38.3,30.3,1944635,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella seckii,8.818556701030928,0.5232549231780812,0.05933566465779036,0.18
133,NR_179642.1,1,1447,1,1434,99.1016,0.991016,39.8,20.0,2042309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas vaginalis,0.9910158949550795,0.09439040288387868,0.09524610388631273,0.02
134,NR_179932.1,1,1396,51,1395,99.9284,47.4305,33.6,2.9,2144175,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,47.43051575931232,6.6126987657670115,0.1394186561099897,1.03
135,NR_179976.1,1,1379,11,1343,97.3894,9.90138,34.7,9.91,2094151,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum intestinale,9.901377810007252,2.4752163973013572,0.24998706693119754,0.22
136,NR_180048.1,1,1509,8,1445,95.7588,7.60106,38.4,0.25,759821,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium indicum,7.601060304837641,1.6261780678726057,0.2139409506904762,0.16
137,NR_180168.1,1,1497,3,1419,94.7896,2.75551,37.2,0.667,2293435,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter monodelphidis,2.755511022044088,0.7101804743832925,0.25773095033982757,0.06
138,NR_180169.1,1,1497,188,1460,97.5284,175.762,38.3,13.0,2040648,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter didelphidarum,175.76152304609218,41.33825725870409,0.2351951470508334,3.79
139,NR_180416.1,1,1450,1,1348,92.9655,0.929655,39.4,3.0,2510188,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter taeniopygiae,0.9296551724137931,0.25581549001540116,0.27517244845870303,0.02
140,NR_180431.1,1,1538,14,1470,95.5787,12.5286,37.5,2.14,2530390,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum gordoncarteri,12.528608582574773,3.4737833275284524,0.27726808644655976,0.28
141,NR_180483.1,1,1510,1,1421,94.106,0.94106,41.5,1.0,2505970,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter armoricus,0.9410596026490067,0.2355911373260637,0.25034666950200996,0.02
142,NR_180527.1,1,1510,108,1442,95.4967,100.821,37.3,48.0,2267891,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter novaezeelandiae,100.8205298013245,23.27153176252039,0.2308213595820111,2.18
143,NR_180717.1,1,1328,2,1164,87.6506,1.72063,30.7,1.0,2601703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Heminiphilus,Heminiphilus faecis,1.720632530120482,0.6698112234897308,0.389281971463616,0.04
144,NR_180797.1,1,1468,93,1468,100.0,89.8426,38.0,13.5,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,89.84264305177112,10.965480028072303,0.12205206409336745,1.88
145,NR_180820.1,1,1475,2,1291,87.5254,1.63932,29.9,1.0,2606632,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Porcincola intestinalis,1.639322033898305,0.6931136960709049,0.4228050875535917,0.04
146,NR_180822.1,1,1501,5,1442,96.0693,4.29847,34.7,9.8,2606636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bilifractor,Bilifractor porci,4.298467688207862,1.1714055590565486,0.272517009321742,0.1
147,NR_180828.1,1,1487,4,1448,97.3773,3.88433,40.6,1.5,2606629,Bacteria,unclassified Bacteria kingdom,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Floccifex,Floccifex porci,3.8843308675184938,0.6480662348036539,0.16684115151541434,0.08
148,NR_180833.1,1,1470,16,1450,98.6395,15.3748,35.7,5.25,2606635,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Waltera,Waltera intestinalis,15.374829931972789,2.5142844065960137,0.16353250199974073,0.32
149,NR_180986.1,1,1481,1,1348,91.0196,0.910196,14.3,1.0,2681861,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Sporofaciens,Sporofaciens musculi,0.9101958136394328,0.28599759403406416,0.31421545754039243,0.02
150,NR_181266.1,1,1489,1,1368,91.8737,0.918737,19.6,1.0,2800387,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella illustrans,0.9187374076561451,0.2733297595897948,0.29750585674649443,0.02
151,NR_181358.1,1,1404,2,1390,99.0028,1.97009,41.3,10.0,2788944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena absiana,1.9700854700854702,0.22135394577730708,0.11235753429911031,0.04
152,NR_181384.1,1,1354,1,1335,98.5968,0.985968,41.1,60.0,2763660,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Feifaniaceae,Feifania,Feifania hominis,0.9859675036927622,0.11766822515973165,0.11934290401968288,0.02
153,NR_181398.1,1,1390,18,1327,95.4676,16.8619,38.4,6.61,2763667,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,16.86187050359712,3.877300904164281,0.22994488679871794,0.36
154,NR_181401.1,1,1390,5,1388,99.8561,4.94173,37.6,59.8,2763645,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Lentihominibacter,Lentihominibacter hominis,4.941726618705036,0.31779461438092893,0.06430841665300499,0.1
155,NR_181559.1,1,1501,1,1466,97.6682,0.976682,37.0,60.0,2794352,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus larvae,0.9766822118587608,0.1509610930340588,0.15456521189912842,0.02
156,NR_181839.1,1,1310,4,1310,100.0,3.93435,34.1,1.0,2867412,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter turcicus,3.934351145038168,0.27411110380537,0.06967123515425586,0.08
