"ID"	"study_day"	"subj_day"	"CollectionDate"	"Subject"	"Subj_Certainty"	"probiotic"	"oatgel"	"steroid"	"cauliflower"	"tomatoes"	"broccoli"	"med_type"	"med_name"	"med_dose"	"dose_units"	"enclosure"	"access"	"estrus"	"pregnant"	"bristol_mean"	"bristol_min"	"bristol_max"	"health_note"	"repro_note"	"SampleNotes"
"hdz-223"	152	"W152"	2024-03-25	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"yes"	"no"	NA	NA	NA	NA	NA	""
"hdz-217"	153	"W153"	2024-03-26	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"yes"	"no"	NA	NA	NA	NA	NA	""
"hdz-228"	154	"W154"	2024-03-27	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"yes"	"no"	NA	NA	NA	NA	NA	""
"hdz-378"	164	"W164"	2024-04-06	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"yes"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-379"	170	"W170"	2024-04-12	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"yes"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-360"	180	"W180"	2024-04-22	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-380"	181	"W181"	2024-04-23	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-451"	185	"W185"	2024-04-27	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-453"	187	"W187"	2024-04-29	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-449"	188	"W188"	2024-04-30	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-448"	189	"W189"	2024-05-01	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-440"	197	"W197"	2024-05-09	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-165"	202	"W202"	2024-05-14	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-214"	221	"W221"	2024-06-02	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-475"	227	"W227"	2024-06-08	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-441"	228	"W228"	2024-06-09	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-464"	230	"W230"	2024-06-11	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-164"	232	"W232"	2024-06-13	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-171"	247	"W247"	2024-06-28	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-159"	251	"W251"	2024-07-02	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-463"	262	"W262"	2024-07-13	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-158"	265	"W265"	2024-07-16	"warble"	"no"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-461"	269	"W269"	2024-07-20	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-488"	280	"W280"	2024-07-31	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-483"	282	"W282"	2024-08-02	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
"hdz-487"	318	"W318"	2024-09-07	"warble"	"yes"	"no"	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	NA	NA	NA	""
