superkingdom	phylum	class	order	family	genus	species	taxid	accession	label
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus mingshuiensis	txid2799574	NR_179363.1	NR_179363.1 Lacticaseibacillus mingshuiensis strain 117-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus nasuensis	txid1291734	NR_113303.1	NR_113303.1 Lacticaseibacillus nasuensis JCM 17158 strain SU 18 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus pantheris	txid171523	NR_025189.1	NR_025189.1 Lacticaseibacillus pantheris strain LMG 21017 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	txid1597	NR_113337.1	NR_113337.1 Lacticaseibacillus paracasei strain NBRC 15889 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus porcinae	txid1123687	NR_108876.1	NR_108876.1 Lacticaseibacillus porcinae strain R-42633 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus sharpeae	txid1626	NR_044711.2	NR_044711.2 Lacticaseibacillus sharpeae strain DSM 20505 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus songhuajiangensis	txid1296539	NR_125562.1	NR_125562.1 Lacticaseibacillus songhuajiangensis strain 7-19 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus suibinensis	txid2486011	NR_180277.1	NR_180277.1 Lacticaseibacillus suibinensis strain 247-3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus suilingensis	txid2799577	NR_179364.1	NR_179364.1 Lacticaseibacillus suilingensis strain ZW152 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus zeae	txid57037	NR_037122.1	NR_037122.1 Lacticaseibacillus zeae strain RIA 482 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus zhaodongensis	txid2668065	NR_179318.1	NR_179318.1 Lacticaseibacillus zhaodongensis strain 1206-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus pentosus	txid1589	NR_029133.1	NR_029133.1 Lactiplantibacillus pentosus strain 124-2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	txid1590	NR_115605.1	NR_115605.1 Lactiplantibacillus plantarum strain JCM 1149 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	txid33959	NR_117574.1	NR_117574.1 Lactobacillus johnsonii strain CIP 103620 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus taiwanensis	txid508451	NR_044507.1	NR_044507.1 Lactobacillus taiwanensis strain BCRC 17755 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus	txid28038	NR_113334.1	NR_113334.1 Latilactobacillus curvatus strain NBRC 15884 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus graminis	txid60519	NR_042438.1	NR_042438.1 Latilactobacillus graminis strain G90 (1) 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus sakei	txid1599	NR_113821.1	NR_113821.1 Latilactobacillus sakei strain NBRC 15893 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus kribbianus	txid2729622	NR_181050.1	NR_181050.1 Lentilactobacillus kribbianus strain YH-lac9 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus senioris	txid1423802	NR_113290.1	NR_113290.1 Lentilactobacillus senioris DSM 24302 = JCM 17472 strain YIT 12364 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc citreum	txid33964	NR_041727.1	NR_041727.1 Leuconostoc citreum strain ATCC 49370 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc gasicomitatum	txid115778	NR_074997.2	NR_074997.2 Leuconostoc gasicomitatum strain TB 1-10 16S ribosomal RNA, complete sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc gelidum	txid1607837	NR_133769.1	NR_133769.1 Leuconostoc gelidum subsp. aenigmaticum strain POUF4d 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc holzapfelii	txid434464	NR_042620.1	NR_042620.1 Leuconostoc holzapfelii strain BFE 7000 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc lactis	txid935294	NR_113255.1	NR_113255.1 Leuconostoc lactis KCTC 3528 = DSM 20202 strain JCM 6123 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides	txid2026657	NR_157602.1	NR_157602.1 Leuconostoc mesenteroides subsp. jonggajibkimchii strain DRC1506 16S ribosomal RNA, complete sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc miyukkimchii	txid910540	NR_109072.1	NR_109072.1 Leuconostoc miyukkimchii strain M2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc pseudomesenteroides	txid33968	NR_040814.1	NR_040814.1 Leuconostoc pseudomesenteroides strain NRIC 1777 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis	txid649758	NR_116238.1	NR_116238.1 Levilactobacillus brevis ATCC 14869 = DSM 20054 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus murinus	txid1622	NR_112689.1	NR_112689.1 Ligilactobacillus murinus strain NBRC 14221 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	txid1613	NR_104927.1	NR_104927.1 Limosilactobacillus fermentum strain CIP 102980 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Loigolactobacillus bifermentans	txid1607	NR_104926.1	NR_104926.1 Loigolactobacillus bifermentans strain CIP 102811 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus suebicus	txid152335	NR_114790.2	NR_114790.2 Paucilactobacillus suebicus strain CCUG 32233 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Paucilactobacillus	Paucilactobacillus vaccinostercus	txid176291	NR_112541.1	NR_112541.1 Paucilactobacillus vaccinostercus strain NRIC 1075 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	txid1255	NR_042058.1	NR_042058.1 Pediococcus pentosaceus strain DSM 20336 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus harbinensis	txid304207	NR_113969.1	NR_113969.1 Schleiferilactobacillus harbinensis strain NBRC 100982 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus angelensis	txid2722706	NR_181135.1	NR_181135.1 Secundilactobacillus angelensis strain HBUAS51383 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus hailunensis	txid2559923	NR_179298.1	NR_179298.1 Secundilactobacillus hailunensis strain 887-11 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus kimchicus	txid1302272	NR_116411.1	NR_116411.1 Secundilactobacillus kimchicus JCM 15530 strain DCY51 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus mixtipabuli	txid1435342	NR_135897.1	NR_135897.1 Secundilactobacillus mixtipabuli strain IWT30 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus odoratitofui	txid480930	NR_179224.1	NR_179224.1 Secundilactobacillus odoratitofui strain JCM 15043 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus pentosiphilus	txid1714682	NR_158060.1	NR_158060.1 Secundilactobacillus pentosiphilus strain IWT25 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus silagincola	txid1714681	NR_158059.1	NR_158059.1 Secundilactobacillus silagincola strain IWT5 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus similis	txid1423804	NR_112645.1	NR_112645.1 Secundilactobacillus similis DSM 23365 = JCM 2765 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus yichangensis	txid2799580	NR_179359.1	NR_179359.1 Secundilactobacillus yichangensis strain F79-211-2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella ceti	txid759620	NR_117039.1	NR_117039.1 Weissella ceti strain 1119-1A-09 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	txid137591	NR_036924.1	NR_036924.1 Weissella cibaria strain II-I-59 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa	txid1583	NR_113258.1	NR_113258.1 Weissella confusa strain JCM 1093 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella hellenica	txid46256	NR_113775.1	NR_113775.1 Weissella hellenica strain NBRC 15553 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella muntiaci	txid2508881	NR_170492.1	NR_170492.1 Weissella muntiaci strain personal::8 H-2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella oryzae	txid1329250	NR_114312.1	NR_114312.1 Weissella oryzae SG25 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides	txid1249	NR_104568.1	NR_104568.1 Weissella paramesenteroides strain NRIC 1542 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella sagaensis	txid2559928	NR_175448.1	NR_175448.1 Weissella sagaensis strain X0750 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella soli	txid155866	NR_025642.1	NR_025642.1 Weissella soli strain Mi268 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris	txid542833	NR_116443.1	NR_116443.1 Lactococcus cremoris subsp. tructae strain L105 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus formosensis	txid1281486	NR_114366.1	NR_114366.1 Lactococcus formosensis strain 516 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	txid1363	NR_113268.1	NR_113268.1 Lactococcus garvieae strain JCM 10343 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	txid1358	NR_113960.1	NR_113960.1 Lactococcus lactis strain NBRC 100933 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus laudensis	txid1494461	NR_136466.1	NR_136466.1 Lactococcus laudensis strain DSM 28961 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus paracarnosus	txid2749962	NR_174341.1	NR_174341.1 Lactococcus paracarnosus strain TMW 2.1615 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus piscium	txid1364	NR_043739.1	NR_043739.1 Lactococcus piscium strain CCUG 32732 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus raffinolactis	txid1366	NR_113959.1	NR_113959.1 Lactococcus raffinolactis strain NBRC 100932 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus taiwanensis	txid1151742	NR_114327.1	NR_114327.1 Lactococcus taiwanensis strain 0905C15 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ilei	txid1156431	NR_178515.1	NR_178515.1 Streptococcus ilei strain I-G2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lactarius	txid684066	NR_117425.1	NR_117425.1 Streptococcus lactarius strain MV1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	txid28037	NR_115240.1	NR_115240.1 Streptococcus mitis strain ATCC 49456 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus moroccensis	txid1451356	NR_134191.1	NR_134191.1 Streptococcus moroccensis strain CCMM B831 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	txid1305	NR_113260.1	NR_113260.1 Streptococcus sanguinis strain JCM 5708 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus toyakuensis	txid2819619	NR_179385.1	NR_179385.1 Streptococcus toyakuensis strain TP1632 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Bianqueaceae	Bianquea	Bianquea renquensis	txid2763661	NR_181385.1	NR_181385.1 Bianquea renquensis strain NSJ-32 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella hongkongensis	txid270498	NR_115269.1	NR_115269.1 Christensenella hongkongensis strain HKU16 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella intestinihominis	txid1851429	NR_178955.1	NR_178955.1 Christensenella intestinihominis strain AF73-05CM02 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella massiliensis	txid1805714	NR_144742.1	NR_144742.1 Christensenella massiliensis strain Marseille-P2438 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella minuta	txid626937	NR_112900.1	NR_112900.1 Christensenella minuta strain YIT 12065 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella timonensis	txid1816678	NR_144743.1	NR_144743.1 Christensenella timonensis strain Marseille-P2437 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Gehongia	Gehongia tenuis	txid2763655	NR_181386.1	NR_181386.1 Gehongia tenuis strain NSJ-53 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Guopingia	Guopingia tenuis	txid2763656	NR_181387.1	NR_181387.1 Guopingia tenuis strain NSJ-63 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Christensenellaceae	Luoshenia	Luoshenia tenuis	txid2763654	NR_181383.1	NR_181383.1 Luoshenia tenuis strain NSJ-44 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Butyricicoccus	Butyricicoccus pullicaecorum	txid501571	NR_044490.1	NR_044490.1 Butyricicoccus pullicaecorum strain 25-3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium baratii	txid1561	NR_029229.1	NR_029229.1 Clostridium baratii strain IP 2227 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii	txid1520	NR_029230.1	NR_029230.1 Clostridium beijerinckii strain McCoyA 67 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	txid1492	NR_113244.1	NR_113244.1 Clostridium butyricum strain JCM 1391 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cavendishii	txid1121302	NR_115711.1	NR_115711.1 Clostridium cavendishii DSM 21758 strain BL-28 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chartatabidum	txid29356	NR_029239.3	NR_029239.3 Clostridium chartatabidum strain 163 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium colicanis	txid179628	NR_028964.1	NR_028964.1 Clostridium colicanis strain 3WC2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium disporicum	txid84024	NR_026491.1	NR_026491.1 Clostridium disporicum strain DS1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium fessum	txid2126740	NR_179173.1	NR_179173.1 Clostridium fessum strain SNUG30386 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium indicum	txid759821	NR_180048.1	NR_180048.1 Lacrimispora amygdalina strain PI-S10-A1B 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium isatidis	txid182773	NR_026347.1	NR_026347.1 Clostridium isatidis strain WV6 16S ribosomal RNA gene, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium jeddahense	txid1414721	NR_144697.1	NR_144697.1 Faecalispora jeddahensis strain JCD 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium jeddahitimonense	txid1499684	NR_179391.1	NR_179391.1 Clostridium jeddahitimonense strain CL-2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium massiliamazoniense	txid1347366	NR_178427.1	NR_178427.1 Clostridium massiliamazoniense strain ND2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium merdae	txid1958780	NR_147400.1	NR_147400.1 Clostridium merdae strain Marseille-P2953 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium neonatale	txid137838	NR_178273.1	NR_178273.1 Clostridium neonatale strain LCDC no.99-A-005 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paraputrificum	txid29363	NR_113021.1	NR_113021.1 Clostridium paraputrificum strain JCM 1293 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens	txid195103	NR_121697.2	NR_121697.2 Clostridium perfringens ATCC 13124 16S ribosomal RNA, complete sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium phoceensis	txid1650661	NR_179410.1	NR_179410.1 Clostridium phoceensis strain GD3 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium porci	txid2605778	NR_180797.1	NR_180797.1 Clostridium porci strain WCA-389-WT-23D1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium quinii	txid36850	NR_026149.1	NR_026149.1 Clostridium quinii strain DSM 6736 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sardiniense	txid29369	NR_112226.2	NR_112226.2 Clostridium sardiniense strain DSM 2632 16S ribosomal RNA, complete sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sartagoforme	txid84031	NR_026490.1	NR_026490.1 Clostridium sartagoforme strain DSM 1292 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saudiense	txid1414720	NR_144696.1	NR_144696.1 Clostridium saudiense strain JCC 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tarantellae	txid39493	NR_104741.1	NR_104741.1 Clostridium tarantellae strain UM-87 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tertium	txid1559	NR_113325.1	NR_113325.1 Clostridium tertium strain JCM 6289 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium transplantifaecale	txid2479838	NR_179447.1	NR_179447.1 Clostridium transplantifaecale strain Marseille-P8228 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium vitabionis	txid2784388	NR_181369.1	NR_181369.1 Clostridium vitabionis strain YH-T4B42 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Falcatimonas	Falcatimonas natans	txid433279	NR_152688.1	NR_152688.1 Falcatimonas natans strain WN011 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella effluvii	txid1096246	NR_133762.1	NR_133762.1 Hungatella effluvii strain UB-B.2 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi	txid154046	NR_036928.1	NR_036928.1 Hungatella hathewayi strain 1313 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella xylanolytica	txid384636	NR_104899.1	NR_104899.1 Lacrimispora xylanisolvens strain X5-1 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis	txid341220	NR_043551.1	NR_043551.1 Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Lutispora	Lutispora thermophila	txid1122184	NR_041236.1	NR_041236.1 Lutispora thermophila DSM 19022 strain EBR46 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Massilioclostridium	Massilioclostridium coli	txid1870991	NR_179547.1	NR_179547.1 Massilioclostridium coli strain Marseille-P2976 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Mordavella	Mordavella massiliensis	txid1871024	NR_147406.1	NR_147406.1 Mordavella massiliensis strain Marseille-P3246 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Sarcina	Sarcina maxima	txid35785	NR_026147.1	NR_026147.1 Sarcina maxima strain DSM 316 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Sarcina	Sarcina ventriculi	txid1267	NR_026146.1	NR_026146.1 Sarcina ventriculi strain DSM 286 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter composti	txid1294259	NR_112810.2	NR_112810.2 Thermaerobacter composti JCM 15650 strain Ni80 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Defluviitaleaceae	Defluviitalea	Defluviitalea raffinosedens	txid1450156	NR_156912.1	NR_156912.1 Defluviitalea raffinosedens strain A6 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis	txid214853	NR_027562.1	NR_027562.1 Anaerofustis stercorihominis strain WAL 14563 16S ribosomal RNA, partial sequence
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium callanderi	txid53442	NR_026330.1	NR_026330.1 Eubacterium callanderi strain DSM 3662 16S ribosomal RNA, partial sequence
